STA_SEQ,Station_Name,Proximity_Landmark,Municipality_Name,ADB_SegmentID,YLat,XLong,sbas_no
18737,Merrick Brook,520 m below Beaver Brook confluence,SCOTLAND,,41.677114,-72.112128,3803
18738,Merrick Brook,250 m below Beaver brook,SCOTLAND,,41.67827,-72.110998,3803
18739,Carpenter Brook,DS of River Rd.,PUTNAM,,41.882454,-71.913993,3700
18740,Fort Hill Brook,DS of Rt. 1 crossing,GROTON,CT2000-22_01,41.347255,-72.020275,2000
18741,Bride Brook,RNBB-2A  at upstream of upper crabbing access bridge on entry to parking area,EAST LYME,CT-E1_022,41.302561,-72.240506,2206
18742,Tyler Lake,at town boat launch,GOSHEN,,41.8367,-73.26681,6701
18743,Lathrop Brook,100m DS Dow RD,PLAINFIELD,,41.670547,-71.898152,3713
18744,Tatnic Brook,DS of Wauregan Rd.,CANTERBURY,,41.740153,-71.956377,3711
18745,Cory Brook,DS of Gooseneck Hill Road,CANTERBURY,,41.651911,-71.995232,3715
18746,Bear Swamp Brook,DS Bunker Hill Road,ANDOVER,,41.741421,-72.341403,3108
18747,Lydall Brook,at Lake St,MANCHESTER,,41.793488,-72.473845,4500
18748,Willow Brook,downstream Lake St,MANCHESTER,,41.789104,-72.475647,4500
18749,Lydall Brook,at Cliffside,MANCHESTER,,41.795488,-72.485277,4500
18750,Lydall Brook,at Lydall Pond Salter Pool,MANCHESTER,,41.794846,-72.504135,4500
18751,Lydall Brook,below Salters/Foulds Pond,MANCHESTER,,41.796939,-72.508435,4500
18752,Lydall  Brook,at old dam upstream Vyncolit/Sumatito,MANCHESTER,,41.795978,-72.513324,4500
18753,Moritz Brook,DS Upton/Elliot Road,ASHFORD,3205-03_XX,41.854872,-72.199497,3205
18754,Squaw Hollow Brook,Adjacent Varga Road,ASHFORD,CT3205-00_01,41.844348,-72.17376,3205
18755,Wood Brook,adj Demers Road,PLAINFIELD,3502-06_XX,41.748167,-71.848963,3502
18756,Fall Brook,DS South Frontage Road,KILLINGLY,,41.788655,-71.880502,3700
18757,Gravelly Brook,DS Cady Lane,WOODSTOCK,,41.981505,-71.983646,3708
18758,Stoud Brook,US Thompson Hill Road,THOMPSON,3300-08_XX,41.970744,-71.885556,3300
18759,Mascraft Brook,US Somers Tpk/Rt 171,WOODSTOCK,,41.939041,-71.996987,3707
18760,Clover Brook,US Kemp Rd,SCOTLAND,3803-03_XX,41.72848,-72.091456,3803
18761,Indian Hollow Brook,Adj Follett Rd across from baseball fields,WINDHAM,,41.697565,-72.139035,3801
18762,Pottens Brook,At Follett Rd,WINDHAM,3801-XX_XX,41.696999,-72.144147,3801
18763,Great Meadow Brook,DS of Wiley School Rd.,VOLUNTOWN,CT3601-00_02,41.604428,-71.834337,3601
18764,Cranberry Meadow Brook,US of Rte 82,EAST HADDAM,,41.435045,-72.342277,4800
18765,Malt House Brook,US of Rte 82,EAST HADDAM,,41.433134,-72.347105,4800
18766,Little Dam Tavern Brook,US Route 44 behind Dunkin Donuts parking lot,PUTNAM,,41.924564,-71.880502,3700
18767,"Cady Brook Unnamed tributary to (""Shady Oak Brook"")",DS Kelly Road,KILLINGLY,3403-03_XX,41.894738,-71.798766,3403
18768,Main Brook,DS NW Corner Road,NORTH STONINGTON,,41.510763,-71.947821,3002
18769,West Brook,DS Route 30,TOLLAND,,41.883649,-72.402877,4500
18770,Lake Pocotopaug,Sears Park Beach,EAST HAMPTON,,41.59064,-72.506485,4709
18771,Exeter  Swale part 2,across industrial Park Road,STERLING,,41.71046,-71.82698,3500
18772,Exeter swale leaving old detntion basin,leaving old detntion basin,STERLING,,41.71036,-71.82605,3500
18773,Exeter Swale  Part 3,prior to going underground and exiting at River,STERLING,,41.70947,-71.8283,3500
18774,Wepawaug River,In Wepawaug Conservation Area US orange trail pedestrian bridge,ORANGE,,41.295366,-73.033513,5307
18775,Poorhouse Brook,Within Barlett Arboretum (US red trail pedestrian bridge),STAMFORD,,41.134678,-73.551404,7405
18776,Lydall Pond Pipe,pipe culvert below dam,MANCHESTER,,41.794734,-72.50458,4500
18777,Lydall Brook,above Vyncolit,MANCHESTER,,41.795584,-72.516417,4500
18778,Lydall Brook,Below Vyncolit/ Sumatito,MANCHESTER,,41.79595,-72.52018,4500
18779,West Branch Farmington River,below Morgan Brook,BARKHAMSTED,,41.899494,-72.986308,4300
18780,Tankerhoosen River,above Reservoir Road,VERNON,,41.840492,-72.439497,4503
18781,Tankerhoosen River,above trib. above station 18780,VERNON,,41.840686,-72.43737,4503
18782,Beaver Meadow Brook,DS of Beaver Meadow Road,HADDAM,CT4015-02_01,41.451854,-72.537424,4015
18783,Lydall Brook,at Union Pond,MANCHESTER,,41.797959,-72.522232,4500
18784,Quinebaug River,25 m DS of Route 205,PLAINFIELD,CT3700-00_04,41.747064,-71.915091,3700
18785,Lowry Brook,at Rt 74 US Knowlton Brook,ASHFORD,3205-02_XX,41.867968,-72.20327,3205
18786,Tennant Brook,US Route 664,PLAINFIELD,3502-05_XX,41.763282,-71.846993,3502
18787,Reed Brook,at Broad Way,COVENTRY,3106-00-trib_XX,41.816545,-72.35734,3106
18788,Brooks Brook,at Slater Road,TOLLAND,3106-01_XX,41.90085,-72.35101,3106
18789,Muddy River,End of Firelite Place,NORTH BRANFORD,CT5208-00_02a,41.398123,-72.815119,5208
18790,Brown Brook,Between Wapato Pond and Bear Swamp Pond,NORFOLK,6201-00_XX,41.92691,-73.25414,6201
18791,Hubbard Brook Unnamed tributary to,DS Aircraft Rd bridge,MIDDLETOWN,CT4000-43_01,41.524216,-72.5665,4000
18792,Lyman Brook,DS Johnson Rd US Rte 2,MARLBOROUGH,CT4707-12_01,41.62929,-72.44559,4707
18793,Salmon Creek,Wipporwill Farm 75m DS Salmonkill Rd,SALISBURY,CT6007-00_01,41.96623,-73.40397,6007
18794,Tenmile River,DS intersection of Rt 322 and Highland Ave/Old Tpk Rd (US from mouth to island),SOUTHINGTON,CT5202-00_01,41.565897,-72.88587,5202
18795,Mattabesset River,upstream of Glen Street,BERLIN,,41.62421,-72.78669,4600
18796,Hawleys Brook,200 m upstream of east fork/trib,EASTON,,41.25083,-73.342489,7200
18797,Lake Zoar Unnamed Tributary to,US Rt 34 at Monroe Town Park,MONROE,6000-00-trib_XX,41.38096,-73.17556,6000
18798,Lebanon Brook Unnamed Tributary to,Off of Pole Bridge Road before Lebanon Brook bridge,WOODSTOCK,3705-00-trib_XX,42.0135,-72.05889,3705
18799,LITTLE RIVER,Across from Christian Street Rte 67 Intersection,OXFORD,6920,41.44693,-73.13617,6920
18800,LITTLE RIVER,DS RTE 67,OXFORD,,41.42921,-73.11102,6920
18801,BONNEY BROOK,DS RTE 7,CORNWALL,,41.81469,-73.37479,6000
18802,"Housatonic River Unnamed tributary to (""POWERHOUSE  BROOK"")",UPSTREAM FROM MOUTH,NEW MILFORD,6000,41.66164,-73.49382,6000
18803,COGINCHAUG RIVER,US CREAMERY HILL RD,DURHAM,CT4607-00_06,41.443659,-72.687824,4607
18804,FURNACE BROOK,ADJACENT TO RTE 4 AT LOWER BOUNDARY OF NEW STATE LAND,CORNWALL,,41.82802,-73.35386,6010
18805,West Branch Salmon Brook Unnamed tributary to,Upstream Enders Road,GRANBY,,41.95509,-72.88362,4319
18806,BRADLEY BROOK,US WELLS RD,GRANBY,,41.98569,-72.8077,4320
18807,Shepaug River,US FROM WASHINGTON DEPOT FIREHOUSE,WASHINGTON,CT6700-00_01,41.65509,-73.31999,6700
18808,SPRAIN BROOK,US RTE 47 NEAR PAINTER HILL RD INTERSECTION,WOODBURY,,41.58295,-73.24882,6803
18809,Housatonic River,BELOW TURNIP ISLAND,SHARON,CT6000-00_06,41.83065,-73.38412,6000
18810,LITTLE RIVER,200 M UPSTREAM OF PARK RD; OLD BHC LAND,OXFORD,,41.41212,-73.09895,6920
18811,POND BROOK,UPSTREAM OF LAKE GEORGE RD  INTERSECTION WITH POND BROOK RD,NEWTOWN,,41.45083,-73.34124,6018
18812,HATCHERY BROOK,UPSTREAM NORTON RD,BERLIN,CT4601-02_01,41.61239,-72.77896,4601
18813,Catlin Brook,off East Main Street,WALLINGFORD,,41.458487,-72.798051,5207
18814,Wharton Brook,Above Catlin Brook US East Main St,WALLINGFORD,CT5207-00_02,41.467306,-72.7941,5207
18815,Geers Brook,below Rte 2,PRESTON,,41.498569,-72.032091,3003
18816,Railroad Brook,600m DS Bolton Notch Pond Adj Hop River Rail Trail,BOLTON,CT4503-04_01,41.799193,-72.449356,4503
18817,Hawleys Brook,Within Trout Brook Valley Preserve adj Paul Busch/Violet Trail,EASTON,CT7200-19_01,41.251111,-73.3425,7200
18818,Hedge Brook,below Hopyard Rd,EAST HADDAM,,41.453235,-72.338713,4800
18819,Lake Hayward Brook,Immediately below dam,EAST HADDAM,,41.508721,-72.325503,4800
18820,Harris Brook,Above Rte 85,SALEM,,41.477941,-72.266258,4801
18821,Baker Brook (East branch headwaters),Downstream School Road,BOLTON,,41.747943,-72.4241,3107
18822,Mary Brown Brook,Below Rte 44,PUTNAM,,41.918313,-71.823651,3402
18823,"Tankerhoosen River Unnamed tributary to (""Tucker Brook"")",200ft US confluence with Tankerhoosen River at Dobson Rd,VERNON,,41.823637,-72.4872,4503
18824,Myers Brook,Above Route 2,PRESTON,,41.49348,-72.023765,3003
18825,Shingle Mill Brook,behind house at end of Shingle MIll Rd.,SALEM,,41.470887,-72.26411,4801
18826,Tisdale Brook,above Sterling city road,LYME,,41.383723,-72.338281,4800
18827,Fall Brook,DS South Frontage Road in Old Furnace State Park,KILLINGLY,,41.78801,-71.86481,3700
18828,East Spring Brook,Upstream Route 132/Kasson Rd by WFD gate,BETHLEHEM,,41.649845,-73.18383,6801
18829,Deep Brook Tributary to,upstream confluence with Deep Brook; tributary from EDC,NEWTOWN,,41.406944,-73.29388,6019
18830,"Cranberry Meadow Brook Unnamed Tributary to (""Pigeon Hill Brook"")",50m US confluence with Cranberry Meadow Brook,EAST LYME,,41.409242,-72.230204,2202
18831,Cranberry Meadow Brook,"10m US Unnamed Tributary (""Pigeon Hill Brook"") near 61 Walnut Hill Rd",EAST LYME,,41.40844,-72.230059,2202
18832,Cranberry Meadow Brook,"70m DS Unnamed Tributary (""Pigeon Hill Brook"") near 61 Walnut Hill Rd",EAST LYME,,41.407367,-72.227927,2202
18833,Valley Brook,US Route 20,HARTLAND,CT4306-00_01,42.03444,-72.92909,4306
18834,Muddy River,at Scard Road Bridge US Macenzie Reservoir,WALLINGFORD,,41.44475,-72.76914,5208
18835,Gulf Stream,DS 9th District Road crossing,SOMERS,,41.98216,-72.46367,4203
18836,Gillettes Brook,parallel to Mountain Rd 500m US Turnpike Rd,SOMERS,,41.99642,-72.42751,4202
18837,Porter Brook,Downstream Autumn Street,MANCHESTER,,41.764864,-72.505538,4504
18838,Safstrom Brook,Downstream of Gorge,EAST HAMPTON,,41.52521,-72.47864,4700
18839,Dickinson Creek,Upstream of Viaduct,COLCHESTER,,41.56476,-72.44986,4708
18840,Dickinson Creek,Upstream of River Rd.,COLCHESTER,,41.557736,-72.441948,4708
18841,Jeremy River,cemetery through state gate of River rd,COLCHESTER,,41.578936,-72.408748,4705
18842,Jermey River,Below Commuter Lot,COLCHESTER,,41.58747,-72.39704,4705
18843,Jermey River,cemetery through state gate of River rd,COLCHESTER,,41.578936,-72.408748,4705
18844,Gillette Brook,above Williams Rd,COLCHESTER,,41.579297,-72.37029,4703
18845,Blackledge River,Severn's property US of old footbridge,MARLBOROUGH,,41.63801,-72.43412,4707
18846,"Fawn Brook (""East Branch Fawn Brook"")",DS of old Dam Howe Property,HEBRON,,41.6279,-72.40813,4706
18847,Fawn Brook West Branch Headwaters,Upstream of Rte 66,HEBRON,,41.6478,-72.41664,4706
18848,East. Br. Salmon Brook,US of Reynolds Property,GRANBY,,42.012969,-72.842791,4320
18849,Belden Brook,Below Falls -Lost Acres Rd,GRANBY,,42.008475,-72.86744,4320
18850,West Branch Salmon Brook,Downstream of Pederson Rd.,HARTLAND,,41.97406,-72.89498,4319
18851,West Branch Salmon Brook,2nd Rte 20 Bridge,GRANBY,,41.96489,-72.85921,4319
18852,West Branch Salmon Brook,Rte 219 and Rte 20 intersection,GRANBY,,41.96025,-72.85611,4319
18853,Mountain Brook,above Falls below Rte 219,GRANBY,,41.95302,-72.8826,4319
18854,Pequabuck River,DS of East Street Bridge,BRISTOL,,41.670162,-72.931087,4315
18855,Ratlum Brook,lower End of grass parking lot Ski Sundown,NEW HARTFORD,CT4308-18_02,41.88271,-72.94795,4308
18856,Spring Brook,behind Laundry,NEW HARTFORD,,41.87721,-72.97775,4300
18857,Sandy Brook,Along Rte 183 Ds of Sandisfield Rd,NORFOLK,,42.039235,-73.130962,4304
18858,Colebrook Brook,Along  Colebrook Road above wooden stream crossing,WINCHESTER,,41.93023,-73.07869,4302
18859,Mill Brook,along Rte 44 above TelePole #4-949,WINCHESTER,,41.94552,-73.11322,4302
18860,Burlington Brook,DS of Belden Rd.,BURLINGTON,,41.7828,-72.95164,4311
18861,Burlington Brook,US of VineYard Rd.,BURLINGTON,,41.778784,-72.937282,4311
18862,Bradley Brook,above confluence Burlington Brook,BURLINGTON,,41.77826,-72.938342,4311
18863,Norfolk Brook,at Yale School Music DS Mountain Road,NORFOLK,,41.98729,-73.20155,6100
18864,Quinnipiac River,between meriden landfill and St. Laurents Cemetary,MERIDEN,,41.51137,-72.82328,5200
18865,Byron Brook,US Pacemaker Road,NORWICH,,41.602868,-72.065055,3800
18866,Saftstrom Brook,Downstream of Gorge,EAST HAMPTON,,41.52521,-72.47864,4700
18867,Blackledge River,500m west of Sandy Ln cul-de-sac,MARLBOROUGH,CT4707-00_01,41.617548,-72.426253,4707
18868,"Honeypot Brook Unnamed tributary to (""Cheshire Park Brook"")",Downstream Cheshire Park Off Country Club Road,CHESHIRE,,41.523611,-72.891389,5200
18869,West Aspetuck River,Upstream of Andreson Acres Farm off Kent Hollow/Anderson Acres Rd,KENT,,41.71614,-73.39466,6500
18870,Roberts Brook (Mirror Lake outlet),at Gurleyville Rd near Bundy Lane,MANSFIELD,CT3207-12_01,41.812801,-72.23496,3207
18871,Moodus River,25m US of Gristmill Rd Crossing,EAST HADDAM,CT4710-00_01,41.50859,-72.44826,4710
18872,Farmington River,Top of Rainbow Res. upstream,WINDSOR,,41.890553,-72.733268,4300
18873,Farmington River,at mouth,WINDSOR,,41.844503,-72.631996,4300
18874,Weekeepeemee River,Route 47 at Bridge across from Ruffin Road,WOODBURY,CT6804-00_01,41.567201,-73.218045,6804
18875,Walker Brook,Intersection of Hartwell Rd and Shinar Mountain Road and Walker Brook Road,WASHINGTON,CT6700-20_01,41.598459,-73.347537,6700
18876,Curtiss Brook,at Route 110 crossing,SHELTON,CT6000-73_01,41.3207,-73.09938,6000
18877,Leadmine Brook,adjacent to South road (Hollow road on state property ),HARWINTON,CT6908-00_01,41.7211,-73.05769,6908
18878,Shetucket River,Rt 169,LISBON,CT3800-00_02,41.566642,-72.045057,3800
18879,FARM RIVER,end of Moulthrop rd,EAST HAVEN,,41.283315,-72.866188,5112
18880,Thames River,DS of Military Highway,LEDYARD,,41.414375,-72.087195,3000
18881,Bantam River,At most upstream West Morris Road Crossing top end of fly fishing only sections,MORRIS,CT6705-00_02,41.70467,-73.25018,6705
18882,Cemetery Pond Brook,at Peters Lane in Roosevelt Forest,STRATFORD,CT6026-03_01,41.251265,-73.128089,6026
18883,East Branch Naugatuck River,at Sawmill Hill Road,TORRINGTON,CT6905-00_02,41.85783,-73.12913,6905
18884,Shepaug River,DS Rte 47 and adjacent to River Road at Cook Street,WASHINGTON,CT6700-00_01,41.63914,-73.32138,6700
18885,Cemetery Pond Brook,at Peters Lane,STRATFORD,,41.2466,-73.12554,6026
18886,delete this record,DELETE,WASHINGTON,,41.597472,-73.346786,6700
18887,Sprain Brook tributary,100 m upstream of Sprain Brook by Painter Hill Rd,WASHINGTON,6803-04-1,41.583871,-73.250149,6803
18888,Sprain Brook tributary,100 m upstream of Sprain Brook,WASHINGTON,,41.61216,-73.27035,6803
18889,Bee Brook,500 m upstream of Shepaug River,WASHINGTON,,41.66014,-73.31994,6700
18890,Terry Brook,above Green Manor Park footbridge,ENFIELD,,41.98935,-72.511356,4200
18891,Terry Brook,above Rte 190,ENFIELD,,41.984484,-72.51955,4200
18892,Terry Brook,Above Westerly Dr.,ENFIELD,,41.986622,-72.516959,4200
18893,Rooster River,DS Brooklawn Ave,FAIRFIELD,,41.182013,-73.218791,7106
18894,Abbington Brook,above cheney Rd.,POMFRET,,41.860044,-71.999781,3710
18895,Read Brook,Parallel to Boston Post Road,ASHFORD,,41.928461,-72.166775,3206
18896,Converse Pond Brook,Upstream of Merritt Prkwy,GREENWICH,,41.075327,-73.669271,7410
18897,Lyman Brook,Below Rte 66,MARLBOROUGH,,41.633671,-72.455445,4707
18898,Arrigoni Pond outflow,below Blue Hills Rd,DURHAM,,41.439831,-72.643532,5106
18899,sawmill brook,below trib at industrial drive,MIDDLETOWN,,41.587314,-72.717561,4604
18900,Sawmill Brook Trib,above Sawmill confluence at industrial park rd.,MIDDLETOWN,,41.587189,-72.717588,4604
18901,Sawmill Brook Trib,below I-91,MIDDLETOWN,,41.585697,-72.713549,4604
18902,Sawmill Brook Trib,above I-91,MIDDLETOWN,,41.584533,-72.712342,4604
18903,Rock Brook,downstream Route 4,HARWINTON,CT6907-00_01,41.772057,-73.038066,6907
18904,Stony Brook,about 400m below footbridge at rest area,MONTVILLE,,41.468147,-72.118173,3005
18905,Stony Brook,above Raymond Hill Rd,MONTVILLE,,41.461012,-72.115759,3005
18906,Hollenbeck River Unnamed tributary to,150ft North of 259 Cornwall Hollow Rd/CT-43,CORNWALL,,41.87837,-73.28951,6200
18907,North Kent Brook,at mouth,KENT,,41.76785,-73.43851,6000
18908,Merryall Brook unnamed tributary to,DS Treasure Hill Rd; north branch of headwaters,KENT,,41.69844,-73.42573,6501
18909,Baldwin Brook unnamed tributary to,at Furnace Brook Road Town Garage entrance,CORNWALL,,41.84689,-73.33301,6010
18910,Birdseye Brook unnamed tributary to,at Toumey Road 15m north of lookout,CORNWALL,,41.834,-73.30361,6010
18911,Birdseye Brook unnamed tributary to,at Toumey Road 30m south of Tracey Road gate,CORNWALL,,41.83624,-73.29956,6010
18912,Housatonic River unnamed tributary to,Adjacent to 250 Schaghticoke Rd,KENT,,41.69843,-73.49974,6000
18913,Housatonic River unnamed tributary to,at Schaghticoke Rd,KENT,,41.70522,-73.49458,6000
18914,Housatonic River unnamed tributary to,at mouth at Kent Rd/Rt 7,KENT,,41.71463,-73.48306,6000
18915,Buck Brook,Upstream Rt 89 near Westford Hill Rd,ASHFORD,,41.888368,-72.16778,3206
18916,Padanaram Brook,200m US rte 37 and Padanaram Rd,DANBURY,,41.42525,-73.47433,6603
18917,Wolfpit Brook,DS Aunt Patty's Rd.,BETHEL,,41.35868,-73.375,6605
18918,Housatonic trib,Across from Straits Rock,NEW MILFORD,,41.6323,-73.469,6000
18919,Mianus River,US Farms Rd,STAMFORD,,41.1234,-73.6088,7407
18920,Shepaug River Unnamed Tributary to,,WASHINGTON,,41.61291,-73.33029,6700
18921,Shepaug River Unnamed Tributary to,100 m above mouth,WASHINGTON,,41.60567,-73.33967,6700
18922,Shepaug River Unnamed Tributary to,100 m US mouth,WASHINGTON,,41.62301,-73.32809,6700
18923,Shepaug River Unnamed Tributary to,US from mouth,WASHINGTON,,41.64428,-73.31861,6700
18924,East Branch Shepaug River Unnamed tributary to,Downstream of Seeley Rd.,GOSHEN,,41.78135,-73.28623,6700
18925,East Branch Shepaug River Unnamed tributary to (Hart Pond outflow),Downstream East Cornwall Rd,LITCHFIELD,,41.7823,-73.2892,6700
18926,Coppermine Brook,Downstream Artisan St,BRISTOL,CT4314-00_01,41.6813,-72.9078,4314
18927,Blackberry River,US Lone Oak Campground bridge,NORTH CANAAN,,42.0083,-73.2628,6100
18928,HOUSATONIC RIVER,Adjacent Route 44 at Deer St,NORTH CANAAN,CT6000-00_07,42.0147,-73.3519,6000
18929,Beachdale Pond,BDP-1 Deepest part of pond,VOLUNTOWN,,41.5793,-71.86052,3600
18930,White Brook,At private trail off Searles Road opposite Barrett Hill Rd,POMFRET,CT3710-18_01,41.83064,-71.93234,3710
18931,Naugatuck River,Behind trailer park off South Main St,BEACON FALLS,CT6900-00_02,41.411667,-73.07055,6900
18932,French River,Adj Rte 12 near Plum Rd,THOMPSON,CT3300-00_01,41.963157,-71.89015,3300
18933,Little River,At end of Senexit Village Rd,WOODSTOCK,CT3708-00_02,41.929386,-71.93809,3708
18934,Pataganset Lake (East Lyme),PAT-1 Deep Hole,EAST LYME,CT2205-00-1-L2_01,41.37493,-72.22935,2205
18935,Saugatuck River,Adj to Valley Forge Road - downstream of juction of Old Stage Coach Road.,WESTON,CT7200-00_02,41.23232,-73.3451,7200
18936,Eightmile River,within Lyme Land Trust Pleasant Valley Preserve (upstream Macintosh Rd),LYME,,41.41528,-72.33762,5201
18937,East Br. Mianus River,Above Riverbank Rd,STAMFORD,,41.110999,-73.587656,7406
18938,Byram River,under Bailwick Rd,GREENWICH,,41.046332,-73.662624,7411
18939,Horseneck Brook,US of Valley Rd,GREENWICH,,41.030432,-73.640064,7409
18940,Rockwood Lake Brook,DS of Taconic Road,GREENWICH,,41.085105,-73.623437,7408
18941,Rippowam River,US of cascade/woodbine road,NEW CANAAN,,41.150336,-73.534197,7405
18942,Springdale Brook,US of Woodbrook dr,STAMFORD,,41.113739,-73.522881,7403
18943,Rippowam River,at Studio Rd,STAMFORD,,41.111187,-73.554711,7405
18944,Cummings Brook,adj to Royale Rd,DARIEN,,41.08594,-73.476216,7402
18945,Noroton River,at Indian Waters Dr,NEW CANAAN,,41.130653,-73.508094,7403
18946,Lake Waramaug,Town Boat Launch,WASHINGTON,CT6502-00-1-L2_01,41.683144,-73.352539,6502
18947,Lake Waramaug,LKW-1 deep part of lake in eastern lobe north of town boat launch,WASHINGTON,CT6502-00-1-L2_01,41.69186,-73.34863,6502
18948,Stillwater Pond,Deepest part of lake near dam,TORRINGTON,CT6904-00-3-L1_01,41.83487,-73.14888,6904
18949,Park Pond (Winchester),PP-1: at deepest part of pond,WINCHESTER,CT6905-00-1-L4_01,41.89215,-73.1461,6905
18950,Bantam Lake (Litchfield/Morris),BL-1 at deepest part of lake,MORRIS,CT6705-00-3-L3_01,41.69983,-73.22082,6705
18951,Bantam Lake (Litchfield/Morris),BL-N-1 at deep part of lake in northern cove,LITCHFIELD,CT6705-00-3-L3_01,41.7121,-73.20954,6705
18952,Ball Pond Brook,US Route 37,NEW FAIRFIELD,,41.46775,-73.48821,6402
18953,Lake Terramuggus (Marlborough),TERR-1 at deepest part of lake,MARLBOROUGH,CT4708-00-2-L1_01,41.63612,-72.46783,4708
18954,Red Cedar Lake (Lebanon),RCL-1 at deepest part of pond,LEBANON,CT3900-01-1-L1_01,41.55946,-72.22971,3900
18955,Blackledge River,below Parker Rd,MARLBOROUGH,,41.660352,-72.444673,4707
18956,Blackwell Brook,500m downstream of Wauregan Rd,CANTERBURY,,41.735804,-71.949527,3711
18957,Blackwell Brook,On Brooklyn/Pomfret Town Line,POMFRET,,41.815497,-71.993193,3711
18958,Walker Brook,Downstream Intersection of Walker Brook and Chapin Rds,WASHINGTON,,41.616449,-73.35282,6700
18959,delete this record,test2 of coordinate tool,WASHINGTON,,41.65798,-73.31869,6700
18960,delete this record,test,ANDOVER,,41.669417,-73.323204,6700
18961,Fraser Brook,at Salem Community Park,SALEM,,41.48108,-72.25275,4801
18962,East Branch Eightmile River,100m downstream Darling Road,SALEM,,41.442214,-72.306195,4802
18963,Birch Mountain Brook,at Case Pond Lot,MANCHESTER,,41.766826,-72.48109,4504
18964,Birch Mountain Brook,at Spring Street,MANCHESTER,,41.761304,-72.490362,4504
18965,Birch Mountain Brook,at Birch Mountain Rd pulloff Upstream Blue Ridge Dr,MANCHESTER,,41.755626,-72.471125,4504
18966,Birch Mountain Brook,Downstream Blue Ridge Drive,MANCHESTER,,41.757517,-72.47293,4504
18967,"Byram River Unnamed Tributary to (""Sutton's Brook"")",900ft Southeast of Audubon Lane culdesac,GREENWICH,,41.086034,-73.70111,7411
18968,LIS Field Blank,New Haven Harbor,WEST HAVEN,,41.133158,-72.898406,0
18969,Anguilla Brook,South Angullia road near rte 234,STONINGTON,,41.379736,-71.872335,2101
18970,Muddy River,Tyler Mill Rd-closed bridge,WALLINGFORD,,41.420464,-72.787417,5208
18971,Converse Pond Brook,100m downstream Lake Ave,GREENWICH,CT7410-02_04 needs,41.10526,-73.653078,7410
18972,Farmington River,head of island below River Run condo,NEW HARTFORD,,41.864255,-72.956171,4300
18973,West Branch Farmington River,Upstream of New Hartford maintaince garage,NEW HARTFORD,,41.879806,-72.978717,4300
18974,West Branch Farmington River,75 m below dirt access road to Greenwoods area,NEW HARTFORD,,41.891859,-72.98023,4300
18975,West Branch Farmington River,East Braid above Morgan Brook confluence,NEW HARTFORD,,41.903011,-72.987542,4300
18976,West Branch Farmington River,West braid above morgan brook confluence,BARKHAMSTED,,41.902875,-72.988067,4300
18977,West Branch Farmington River,from rte 318 upstream,BARKHAMSTED,,41.912689,-72.987906,4300
18978,West Branch Farmington River,adjacent to East river Road behind campground,BARKHAMSTED,,41.939146,-73.003935,4300
18979,Enders Brook,50m upstream Rte 219 within Enders State Forest,GRANBY,,41.95346,-72.883814,4319
18980,Roaring Brook,300m west of Roaring Brook Rd within Roaring Brook Park,CHESHIRE,,41.483056,-72.944167,5301
18981,Lyman Brook,125m downstream of Glenwood Drive culdesac,MARLBOROUGH,,41.63271,-72.45228,4707
18982,Meadow Brook,at Prospect Hill Rd,COLCHESTER,,41.583056,-72.37972,4705
18983,Pocotopaug Creek,Downstream Rt 16,EAST HAMPTON,,41.56424,-72.50734,4709
18984,"Willeys Brook (""Christopher Brook"")",Upstream Clark Hill Road,EAST HAMPTON,,41.595707,-72.520381,4709
18985,DELETE Barrows Brook,upstream Confluence with Tankerhoosen,VERNON,CT4503-00-trib_01,41.8402,-72.4365,4503
18986,DELETE Wachocastinook Creek,At bridge and gate at lower-most Mt Riga Rd crossing,SALISBURY,,41.9967,-73.4417,6005
18987,Deep Brook Unnamed Tributary to,Near kiosk within KLT Tobin Preserve,KENT,CT6000-16-trib_01,41.777969,-73.39433,6000
18988,GOODHILL BROOK (Good Hill Brook) - DUP OF 16696??,US of Grassy Hill Rd,WOODBURY,CT6805-02_01,41.5408,-73.2342,6805
18989,Womenshenuck Brook (Womenshenuk Brook),Adj Route 341 within Emery Park,KENT,CT6016-00_03,41.712841,-73.46587,6016
18990,Battleswamp Brook,Upstream Judds Bridge Road (within RLT Preserve),ROXBURY,CT6700-25_01,41.582548,-73.33104,6700
18991,Carmel Hill Brook,at Peter Road,WOODBURY,6804,41.58453,-73.234289,6804
18992,Clark Brook,at Middle Road Turnpike and Tomlinson Rd intersection,WOODBURY,6802,41.565501,-73.174173,6802
18993,East Meadow Brook,at Scratchville Road (Strong Preserve),WOODBURY,6802,41.555091,-73.197062,6802
18994,Indian Hollow Brook,US Jerusalem Road,WINDHAM,3801-00_XX,41.672761,-72.13334,3801
18995,Delete Nibbling Brook,delete,THOMASTON,,41.628916,-73.067278,6900
18996,Beaver Brook,200 ft upstream Bass Rd,SCOTLAND,,41.68417,-72.10924,4204
18997,WEWAKA BROOK,Parallel to Rte 133 1.4 miles DS Wewaka Rd,BRIDGEWATER,CT6000-45_01,41.4878,-73.3508,6000
18998,English Neighborhood Brook,Downstream Rte 169,WOODSTOCK,3706-XX_xx,41.991166,-71.99663,3706
18999,Bigelow Brook,Downstream of Boston Hollow Rd/Rte 171,UNION,3203-XX_xx,41.990818,-72.13299,3203
